,Quarter,Region,State,Purpose,Trips
18817,01/01/2009,Riverland,South Australia,Visiting,20.2921592
18818,01/04/2009,Riverland,South Australia,Visiting,19.7476289
18819,01/07/2009,Riverland,South Australia,Visiting,36.9461848
18820,01/10/2009,Riverland,South Australia,Visiting,12.8241318
18821,01/01/2010,Riverland,South Australia,Visiting,26.7563969
18822,01/04/2010,Riverland,South Australia,Visiting,15.9951127
18823,01/07/2010,Riverland,South Australia,Visiting,13.5153346
18824,01/10/2010,Riverland,South Australia,Visiting,14.9367274
18825,01/01/2011,Riverland,South Australia,Visiting,22.6916376
18826,01/04/2011,Riverland,South Australia,Visiting,18.8187011
18827,01/07/2011,Riverland,South Australia,Visiting,23.8568458
18828,01/10/2011,Riverland,South Australia,Visiting,25.5643604
18829,01/01/2012,Riverland,South Australia,Visiting,10.5262907
18830,01/04/2012,Riverland,South Australia,Visiting,17.0503754
18831,01/07/2012,Riverland,South Australia,Visiting,11.0307648
18832,01/10/2012,Riverland,South Australia,Visiting,10.2403807
18833,01/01/2013,Riverland,South Australia,Visiting,29.1952729
18834,01/04/2013,Riverland,South Australia,Visiting,33.8200629
18835,01/07/2013,Riverland,South Australia,Visiting,14.0619724
18836,01/10/2013,Riverland,South Australia,Visiting,26.6692977
18837,01/01/2014,Riverland,South Australia,Visiting,14.6138917
18838,01/04/2014,Riverland,South Australia,Visiting,30.0673338
18839,01/07/2014,Riverland,South Australia,Visiting,20.5171065
18840,01/10/2014,Riverland,South Australia,Visiting,29.0843326
18841,01/01/2015,Riverland,South Australia,Visiting,37.808938
18842,01/04/2015,Riverland,South Australia,Visiting,12.9496128
18843,01/07/2015,Riverland,South Australia,Visiting,16.0266559
18844,01/10/2015,Riverland,South Australia,Visiting,32.2825011
18845,01/01/2016,Riverland,South Australia,Visiting,17.0365326
18846,01/04/2016,Riverland,South Australia,Visiting,16.2345557
18847,01/07/2016,Riverland,South Australia,Visiting,15.6768895
18848,01/10/2016,Riverland,South Australia,Visiting,18.8915917
18849,01/01/1998,Snowy Mountains,New South Wales,Business,15.8573854
18850,01/04/1998,Snowy Mountains,New South Wales,Business,20.3220922
18851,01/07/1998,Snowy Mountains,New South Wales,Business,36.2423008
18852,01/10/1998,Snowy Mountains,New South Wales,Business,9.1479185
18853,01/01/1999,Snowy Mountains,New South Wales,Business,20.8976287
18854,01/04/1999,Snowy Mountains,New South Wales,Business,33.2787839
18855,01/07/1999,Snowy Mountains,New South Wales,Business,21.5986298
18856,01/10/1999,Snowy Mountains,New South Wales,Business,8.4458483
18857,01/01/2000,Snowy Mountains,New South Wales,Business,20.1016209
18858,01/04/2000,Snowy Mountains,New South Wales,Business,15.2227865
18859,01/07/2000,Snowy Mountains,New South Wales,Business,26.069199
18860,01/10/2000,Snowy Mountains,New South Wales,Business,15.0859731
18861,01/01/2001,Snowy Mountains,New South Wales,Business,6.1253127
18862,01/04/2001,Snowy Mountains,New South Wales,Business,14.220699
18863,01/07/2001,Snowy Mountains,New South Wales,Business,10.8370195
18864,01/10/2001,Snowy Mountains,New South Wales,Business,9.4742559
18865,01/01/2002,Snowy Mountains,New South Wales,Business,20.2010505
18866,01/04/2002,Snowy Mountains,New South Wales,Business,5.2428264
18867,01/07/2002,Snowy Mountains,New South Wales,Business,69.9285901
18868,01/10/2002,Snowy Mountains,New South Wales,Business,22.5312052
18869,01/01/2003,Snowy Mountains,New South Wales,Business,12.6812764
18870,01/04/2003,Snowy Mountains,New South Wales,Business,13.2640497
18871,01/07/2003,Snowy Mountains,New South Wales,Business,15.5177284
18872,01/10/2003,Snowy Mountains,New South Wales,Business,17.9320033
18873,01/01/2004,Snowy Mountains,New South Wales,Business,10.2610296
18874,01/04/2004,Snowy Mountains,New South Wales,Business,7.3615763
18875,01/07/2004,Snowy Mountains,New South Wales,Business,11.0349613
18876,01/10/2004,Snowy Mountains,New South Wales,Business,25.4569329
18877,01/01/2005,Snowy Mountains,New South Wales,Business,19.7606308
18878,01/04/2005,Snowy Mountains,New South Wales,Business,8.6256963
18879,01/07/2005,Snowy Mountains,New South Wales,Business,35.2236111
18880,01/10/2005,Snowy Mountains,New South Wales,Business,9.3184708
18881,01/01/2006,Snowy Mountains,New South Wales,Business,15.638339
18882,01/04/2006,Snowy Mountains,New South Wales,Business,20.712875
18883,01/07/2006,Snowy Mountains,New South Wales,Business,11.034243
18884,01/10/2006,Snowy Mountains,New South Wales,Business,15.24675
18885,01/01/2007,Snowy Mountains,New South Wales,Business,16.4906159
18886,01/04/2007,Snowy Mountains,New South Wales,Business,11.7204455
18887,01/07/2007,Snowy Mountains,New South Wales,Business,17.3727542
18888,01/10/2007,Snowy Mountains,New South Wales,Business,10.0418195
18889,01/01/2008,Snowy Mountains,New South Wales,Business,10.358424
18890,01/04/2008,Snowy Mountains,New South Wales,Business,23.6495737
18891,01/07/2008,Snowy Mountains,New South Wales,Business,14.9399186
18892,01/10/2008,Snowy Mountains,New South Wales,Business,36.5994959
18893,01/01/2009,Snowy Mountains,New South Wales,Business,5.1535273
18894,01/04/2009,Snowy Mountains,New South Wales,Business,18.3171505
18895,01/07/2009,Snowy Mountains,New South Wales,Business,12.0388893
18896,01/10/2009,Snowy Mountains,New South Wales,Business,13.7684158
18897,01/01/2010,Snowy Mountains,New South Wales,Business,8.2817663
18898,01/04/2010,Snowy Mountains,New South Wales,Business,14.3598532
18899,01/07/2010,Snowy Mountains,New South Wales,Business,4.9007196
18900,01/10/2010,Snowy Mountains,New South Wales,Business,20.3416332
18901,01/01/2011,Snowy Mountains,New South Wales,Business,11.4590592
18902,01/04/2011,Snowy Mountains,New South Wales,Business,13.4286478
18903,01/07/2011,Snowy Mountains,New South Wales,Business,13.2194422
18904,01/10/2011,Snowy Mountains,New South Wales,Business,6.8713139
18905,01/01/2012,Snowy Mountains,New South Wales,Business,2.2396183
18906,01/04/2012,Snowy Mountains,New South Wales,Business,5.7474189
18907,01/07/2012,Snowy Mountains,New South Wales,Business,19.4241527
18908,01/10/2012,Snowy Mountains,New South Wales,Business,7.4713089
18909,01/01/2013,Snowy Mountains,New South Wales,Business,11.7408912
18910,01/04/2013,Snowy Mountains,New South Wales,Business,7.5902653
18911,01/07/2013,Snowy Mountains,New South Wales,Business,4.2657383
18912,01/10/2013,Snowy Mountains,New South Wales,Business,22.2415516
18913,01/01/2014,Snowy Mountains,New South Wales,Business,22.012675
18914,01/04/2014,Snowy Mountains,New South Wales,Business,12.6252419
18915,01/07/2014,Snowy Mountains,New South Wales,Business,4.4664648
18916,01/10/2014,Snowy Mountains,New South Wales,Business,6.9979712
18917,01/01/2015,Snowy Mountains,New South Wales,Business,10.9019756
18918,01/04/2015,Snowy Mountains,New South Wales,Business,13.9696764
18919,01/07/2015,Snowy Mountains,New South Wales,Business,22.1385332
18920,01/10/2015,Snowy Mountains,New South Wales,Business,13.7209214
18921,01/01/2016,Snowy Mountains,New South Wales,Business,8.8995693
18922,01/04/2016,Snowy Mountains,New South Wales,Business,10.2255321
18923,01/07/2016,Snowy Mountains,New South Wales,Business,12.8071336
18924,01/10/2016,Snowy Mountains,New South Wales,Business,25.6862521
18925,01/01/1998,Snowy Mountains,New South Wales,Holiday,101.1525199
18926,01/04/1998,Snowy Mountains,New South Wales,Holiday,112.4157614
18927,01/07/1998,Snowy Mountains,New South Wales,Holiday,310.187083
18928,01/10/1998,Snowy Mountains,New South Wales,Holiday,89.8253526
18929,01/01/1999,Snowy Mountains,New South Wales,Holiday,112.3795874
18930,01/04/1999,Snowy Mountains,New South Wales,Holiday,102.7033262
18931,01/07/1999,Snowy Mountains,New South Wales,Holiday,253.8340493
18932,01/10/1999,Snowy Mountains,New South Wales,Holiday,74.8933983
18933,01/01/2000,Snowy Mountains,New South Wales,Holiday,117.5992623
18934,01/04/2000,Snowy Mountains,New South Wales,Holiday,114.1553436
18935,01/07/2000,Snowy Mountains,New South Wales,Holiday,286.5913432
18936,01/10/2000,Snowy Mountains,New South Wales,Holiday,75.3271227
18937,01/01/2001,Snowy Mountains,New South Wales,Holiday,82.913273
18938,01/04/2001,Snowy Mountains,New South Wales,Holiday,99.2445069
18939,01/07/2001,Snowy Mountains,New South Wales,Holiday,227.5423856
18940,01/10/2001,Snowy Mountains,New South Wales,Holiday,56.4664889
18941,01/01/2002,Snowy Mountains,New South Wales,Holiday,113.3090014
18942,01/04/2002,Snowy Mountains,New South Wales,Holiday,103.0467745
18943,01/07/2002,Snowy Mountains,New South Wales,Holiday,238.8474379
18944,01/10/2002,Snowy Mountains,New South Wales,Holiday,46.0981145
18945,01/01/2003,Snowy Mountains,New South Wales,Holiday,60.4120969
18946,01/04/2003,Snowy Mountains,New South Wales,Holiday,103.7127405
18947,01/07/2003,Snowy Mountains,New South Wales,Holiday,264.5988736
18948,01/10/2003,Snowy Mountains,New South Wales,Holiday,52.9333507
18949,01/01/2004,Snowy Mountains,New South Wales,Holiday,107.6709691
18950,01/04/2004,Snowy Mountains,New South Wales,Holiday,62.3212583
18951,01/07/2004,Snowy Mountains,New South Wales,Holiday,299.7957366
18952,01/10/2004,Snowy Mountains,New South Wales,Holiday,90.9057834
18953,01/01/2005,Snowy Mountains,New South Wales,Holiday,119.3432732
18954,01/04/2005,Snowy Mountains,New South Wales,Holiday,67.1980838
18955,01/07/2005,Snowy Mountains,New South Wales,Holiday,245.8420131
18956,01/10/2005,Snowy Mountains,New South Wales,Holiday,62.1312115
18957,01/01/2006,Snowy Mountains,New South Wales,Holiday,89.945188
18958,01/04/2006,Snowy Mountains,New South Wales,Holiday,76.27956
18959,01/07/2006,Snowy Mountains,New South Wales,Holiday,192.07262
18960,01/10/2006,Snowy Mountains,New South Wales,Holiday,47.456694
18961,01/01/2007,Snowy Mountains,New South Wales,Holiday,93.9423951
18962,01/04/2007,Snowy Mountains,New South Wales,Holiday,95.1222146
18963,01/07/2007,Snowy Mountains,New South Wales,Holiday,216.6362613
18964,01/10/2007,Snowy Mountains,New South Wales,Holiday,59.2991812
18965,01/01/2008,Snowy Mountains,New South Wales,Holiday,98.3831129
18966,01/04/2008,Snowy Mountains,New South Wales,Holiday,68.0692919
18967,01/07/2008,Snowy Mountains,New South Wales,Holiday,233.7511533
18968,01/10/2008,Snowy Mountains,New South Wales,Holiday,38.80469
18969,01/01/2009,Snowy Mountains,New South Wales,Holiday,90.5796585
18970,01/04/2009,Snowy Mountains,New South Wales,Holiday,75.832706
18971,01/07/2009,Snowy Mountains,New South Wales,Holiday,259.8126334
18972,01/10/2009,Snowy Mountains,New South Wales,Holiday,33.3816433
18973,01/01/2010,Snowy Mountains,New South Wales,Holiday,98.5877734
18974,01/04/2010,Snowy Mountains,New South Wales,Holiday,62.4395074
18975,01/07/2010,Snowy Mountains,New South Wales,Holiday,259.3298299
18976,01/10/2010,Snowy Mountains,New South Wales,Holiday,63.3005947
18977,01/01/2011,Snowy Mountains,New South Wales,Holiday,122.7402175
18978,01/04/2011,Snowy Mountains,New South Wales,Holiday,51.505249
18979,01/07/2011,Snowy Mountains,New South Wales,Holiday,282.3633819
18980,01/10/2011,Snowy Mountains,New South Wales,Holiday,89.7031091
18981,01/01/2012,Snowy Mountains,New South Wales,Holiday,98.5221343
18982,01/04/2012,Snowy Mountains,New South Wales,Holiday,75.276472
18983,01/07/2012,Snowy Mountains,New South Wales,Holiday,242.6332474
18984,01/10/2012,Snowy Mountains,New South Wales,Holiday,83.4176136
18985,01/01/2013,Snowy Mountains,New South Wales,Holiday,107.3573294
18986,01/04/2013,Snowy Mountains,New South Wales,Holiday,98.2834721
18987,01/07/2013,Snowy Mountains,New South Wales,Holiday,256.5285694
18988,01/10/2013,Snowy Mountains,New South Wales,Holiday,53.2547202
18989,01/01/2014,Snowy Mountains,New South Wales,Holiday,74.5763632
18990,01/04/2014,Snowy Mountains,New South Wales,Holiday,81.7243087
18991,01/07/2014,Snowy Mountains,New South Wales,Holiday,243.568471
18992,01/10/2014,Snowy Mountains,New South Wales,Holiday,59.2001414
18993,01/01/2015,Snowy Mountains,New South Wales,Holiday,78.2916754
18994,01/04/2015,Snowy Mountains,New South Wales,Holiday,64.4020662
18995,01/07/2015,Snowy Mountains,New South Wales,Holiday,272.3304604
18996,01/10/2015,Snowy Mountains,New South Wales,Holiday,86.7335986
18997,01/01/2016,Snowy Mountains,New South Wales,Holiday,95.9079996
18998,01/04/2016,Snowy Mountains,New South Wales,Holiday,77.2130006
18999,01/07/2016,Snowy Mountains,New South Wales,Holiday,330.9926395
19000,01/10/2016,Snowy Mountains,New South Wales,Holiday,67.9491372
19001,01/01/1998,Snowy Mountains,New South Wales,Other,3.5459216
19002,01/04/1998,Snowy Mountains,New South Wales,Other,5.2542919
19003,01/07/1998,Snowy Mountains,New South Wales,Other,0
19004,01/10/1998,Snowy Mountains,New South Wales,Other,3.373776
19005,01/01/1999,Snowy Mountains,New South Wales,Other,2.7477173
19006,01/04/1999,Snowy Mountains,New South Wales,Other,8.1153444
19007,01/07/1999,Snowy Mountains,New South Wales,Other,0
19008,01/10/1999,Snowy Mountains,New South Wales,Other,4.5425183
19009,01/01/2000,Snowy Mountains,New South Wales,Other,3.7997532
19010,01/04/2000,Snowy Mountains,New South Wales,Other,23.9530384
19011,01/07/2000,Snowy Mountains,New South Wales,Other,9.2770529
19012,01/10/2000,Snowy Mountains,New South Wales,Other,7.4345679
19013,01/01/2001,Snowy Mountains,New South Wales,Other,9.372202
19014,01/04/2001,Snowy Mountains,New South Wales,Other,1.4933509
19015,01/07/2001,Snowy Mountains,New South Wales,Other,3.2548891
19016,01/10/2001,Snowy Mountains,New South Wales,Other,0
19017,01/01/2002,Snowy Mountains,New South Wales,Other,0
19018,01/04/2002,Snowy Mountains,New South Wales,Other,6.7928831
19019,01/07/2002,Snowy Mountains,New South Wales,Other,10.5490023
19020,01/10/2002,Snowy Mountains,New South Wales,Other,0
19021,01/01/2003,Snowy Mountains,New South Wales,Other,11.8326122
19022,01/04/2003,Snowy Mountains,New South Wales,Other,0
19023,01/07/2003,Snowy Mountains,New South Wales,Other,3.3713373
19024,01/10/2003,Snowy Mountains,New South Wales,Other,2.9485819
19025,01/01/2004,Snowy Mountains,New South Wales,Other,21.4159911
19026,01/04/2004,Snowy Mountains,New South Wales,Other,5.9164414
19027,01/07/2004,Snowy Mountains,New South Wales,Other,8.8528157
19028,01/10/2004,Snowy Mountains,New South Wales,Other,4.9281836
19029,01/01/2005,Snowy Mountains,New South Wales,Other,1.7711191
19030,01/04/2005,Snowy Mountains,New South Wales,Other,3.2777248
19031,01/07/2005,Snowy Mountains,New South Wales,Other,2.9656985
19032,01/10/2005,Snowy Mountains,New South Wales,Other,1.3283199
19033,01/01/2006,Snowy Mountains,New South Wales,Other,4.017129
19034,01/04/2006,Snowy Mountains,New South Wales,Other,1.623487
19035,01/07/2006,Snowy Mountains,New South Wales,Other,9.107434
19036,01/10/2006,Snowy Mountains,New South Wales,Other,4.866315
19037,01/01/2007,Snowy Mountains,New South Wales,Other,3.777064
19038,01/04/2007,Snowy Mountains,New South Wales,Other,11.7458424
19039,01/07/2007,Snowy Mountains,New South Wales,Other,12.3051949
19040,01/10/2007,Snowy Mountains,New South Wales,Other,3.3204169
19041,01/01/2008,Snowy Mountains,New South Wales,Other,2.7609407
19042,01/04/2008,Snowy Mountains,New South Wales,Other,3.740185
19043,01/07/2008,Snowy Mountains,New South Wales,Other,14.2771893
19044,01/10/2008,Snowy Mountains,New South Wales,Other,1.6161104
19045,01/01/2009,Snowy Mountains,New South Wales,Other,5.556109
19046,01/04/2009,Snowy Mountains,New South Wales,Other,1.8082462
19047,01/07/2009,Snowy Mountains,New South Wales,Other,0
19048,01/10/2009,Snowy Mountains,New South Wales,Other,6.6288726
19049,01/01/2010,Snowy Mountains,New South Wales,Other,2.0685197
19050,01/04/2010,Snowy Mountains,New South Wales,Other,2.2661636
19051,01/07/2010,Snowy Mountains,New South Wales,Other,9.7393672
19052,01/10/2010,Snowy Mountains,New South Wales,Other,0
19053,01/01/2011,Snowy Mountains,New South Wales,Other,1.7813358
19054,01/04/2011,Snowy Mountains,New South Wales,Other,9.7679928
19055,01/07/2011,Snowy Mountains,New South Wales,Other,8.4114538
19056,01/10/2011,Snowy Mountains,New South Wales,Other,5.1986248
19057,01/01/2012,Snowy Mountains,New South Wales,Other,1.4271916
19058,01/04/2012,Snowy Mountains,New South Wales,Other,0
19059,01/07/2012,Snowy Mountains,New South Wales,Other,9.8819789
19060,01/10/2012,Snowy Mountains,New South Wales,Other,5.8207578
19061,01/01/2013,Snowy Mountains,New South Wales,Other,15.8182118
19062,01/04/2013,Snowy Mountains,New South Wales,Other,11.4199297
19063,01/07/2013,Snowy Mountains,New South Wales,Other,15.3048828
19064,01/10/2013,Snowy Mountains,New South Wales,Other,10.5473317
19065,01/01/2014,Snowy Mountains,New South Wales,Other,0
19066,01/04/2014,Snowy Mountains,New South Wales,Other,4.1559294
19067,01/07/2014,Snowy Mountains,New South Wales,Other,1.8670875
19068,01/10/2014,Snowy Mountains,New South Wales,Other,1.510349
19069,01/01/2015,Snowy Mountains,New South Wales,Other,14.0950842
19070,01/04/2015,Snowy Mountains,New South Wales,Other,11.8327988
19071,01/07/2015,Snowy Mountains,New South Wales,Other,6.4105238
19072,01/10/2015,Snowy Mountains,New South Wales,Other,3.72639
19073,01/01/2016,Snowy Mountains,New South Wales,Other,11.6567559
19074,01/04/2016,Snowy Mountains,New South Wales,Other,1.4384019
19075,01/07/2016,Snowy Mountains,New South Wales,Other,9.2571555
19076,01/10/2016,Snowy Mountains,New South Wales,Other,18.003114
19077,01/01/1998,Snowy Mountains,New South Wales,Visiting,20.4333299
19078,01/04/1998,Snowy Mountains,New South Wales,Visiting,28.594196
19079,01/07/1998,Snowy Mountains,New South Wales,Visiting,26.3859548
19080,01/10/1998,Snowy Mountains,New South Wales,Visiting,24.082805
19081,01/01/1999,Snowy Mountains,New South Wales,Visiting,46.6372215
19082,01/04/1999,Snowy Mountains,New South Wales,Visiting,19.1963822
19083,01/07/1999,Snowy Mountains,New South Wales,Visiting,3.3429361
19084,01/10/1999,Snowy Mountains,New South Wales,Visiting,34.7470183
19085,01/01/2000,Snowy Mountains,New South Wales,Visiting,19.4701406
19086,01/04/2000,Snowy Mountains,New South Wales,Visiting,17.7479327
19087,01/07/2000,Snowy Mountains,New South Wales,Visiting,23.2907596
19088,01/10/2000,Snowy Mountains,New South Wales,Visiting,19.0335722
19089,01/01/2001,Snowy Mountains,New South Wales,Visiting,25.7765846
19090,01/04/2001,Snowy Mountains,New South Wales,Visiting,20.4428484
19091,01/07/2001,Snowy Mountains,New South Wales,Visiting,53.7321926
19092,01/10/2001,Snowy Mountains,New South Wales,Visiting,26.6293139
19093,01/01/2002,Snowy Mountains,New South Wales,Visiting,23.6549285
19094,01/04/2002,Snowy Mountains,New South Wales,Visiting,23.9817075
19095,01/07/2002,Snowy Mountains,New South Wales,Visiting,31.6994463
19096,01/10/2002,Snowy Mountains,New South Wales,Visiting,28.0686214
19097,01/01/2003,Snowy Mountains,New South Wales,Visiting,26.6775926
19098,01/04/2003,Snowy Mountains,New South Wales,Visiting,17.3951992
19099,01/07/2003,Snowy Mountains,New South Wales,Visiting,47.4306405
19100,01/10/2003,Snowy Mountains,New South Wales,Visiting,51.9271166
19101,01/01/2004,Snowy Mountains,New South Wales,Visiting,31.6829015
19102,01/04/2004,Snowy Mountains,New South Wales,Visiting,22.3627846
19103,01/07/2004,Snowy Mountains,New South Wales,Visiting,27.0398067
19104,01/10/2004,Snowy Mountains,New South Wales,Visiting,40.9808546
19105,01/01/2005,Snowy Mountains,New South Wales,Visiting,23.2257853
19106,01/04/2005,Snowy Mountains,New South Wales,Visiting,25.8638856
19107,01/07/2005,Snowy Mountains,New South Wales,Visiting,18.4533417
19108,01/10/2005,Snowy Mountains,New South Wales,Visiting,37.1972564
19109,01/01/2006,Snowy Mountains,New South Wales,Visiting,18.828265
19110,01/04/2006,Snowy Mountains,New South Wales,Visiting,42.015208
19111,01/07/2006,Snowy Mountains,New South Wales,Visiting,5.829173
19112,01/10/2006,Snowy Mountains,New South Wales,Visiting,24.701268
19113,01/01/2007,Snowy Mountains,New South Wales,Visiting,25.2357449
19114,01/04/2007,Snowy Mountains,New South Wales,Visiting,24.6956008
19115,01/07/2007,Snowy Mountains,New South Wales,Visiting,18.5025494
19116,01/10/2007,Snowy Mountains,New South Wales,Visiting,21.8520351
19117,01/01/2008,Snowy Mountains,New South Wales,Visiting,29.7362798
19118,01/04/2008,Snowy Mountains,New South Wales,Visiting,14.0369043
19119,01/07/2008,Snowy Mountains,New South Wales,Visiting,20.1100472
19120,01/10/2008,Snowy Mountains,New South Wales,Visiting,14.7778169
19121,01/01/2009,Snowy Mountains,New South Wales,Visiting,37.5352671
19122,01/04/2009,Snowy Mountains,New South Wales,Visiting,7.5332481
19123,01/07/2009,Snowy Mountains,New South Wales,Visiting,18.8989154
19124,01/10/2009,Snowy Mountains,New South Wales,Visiting,25.3848111
19125,01/01/2010,Snowy Mountains,New South Wales,Visiting,25.382288
19126,01/04/2010,Snowy Mountains,New South Wales,Visiting,45.0838696
19127,01/07/2010,Snowy Mountains,New South Wales,Visiting,27.2404207
19128,01/10/2010,Snowy Mountains,New South Wales,Visiting,48.5222023
19129,01/01/2011,Snowy Mountains,New South Wales,Visiting,29.1379744
19130,01/04/2011,Snowy Mountains,New South Wales,Visiting,27.7056056
19131,01/07/2011,Snowy Mountains,New South Wales,Visiting,31.2725473
19132,01/10/2011,Snowy Mountains,New South Wales,Visiting,10.0506029
19133,01/01/2012,Snowy Mountains,New South Wales,Visiting,31.9194139
19134,01/04/2012,Snowy Mountains,New South Wales,Visiting,45.1944402
19135,01/07/2012,Snowy Mountains,New South Wales,Visiting,29.0338036
19136,01/10/2012,Snowy Mountains,New South Wales,Visiting,31.1691543
19137,01/01/2013,Snowy Mountains,New South Wales,Visiting,25.8179009
19138,01/04/2013,Snowy Mountains,New South Wales,Visiting,11.956828
19139,01/07/2013,Snowy Mountains,New South Wales,Visiting,18.8065682
19140,01/10/2013,Snowy Mountains,New South Wales,Visiting,25.072766
19141,01/01/2014,Snowy Mountains,New South Wales,Visiting,25.6534386
19142,01/04/2014,Snowy Mountains,New South Wales,Visiting,44.5228293
19143,01/07/2014,Snowy Mountains,New South Wales,Visiting,46.9886424
19144,01/10/2014,Snowy Mountains,New South Wales,Visiting,14.459129
19145,01/01/2015,Snowy Mountains,New South Wales,Visiting,34.4347198
19146,01/04/2015,Snowy Mountains,New South Wales,Visiting,34.7239686
19147,01/07/2015,Snowy Mountains,New South Wales,Visiting,28.4972317
19148,01/10/2015,Snowy Mountains,New South Wales,Visiting,41.9997513
19149,01/01/2016,Snowy Mountains,New South Wales,Visiting,17.3486671
19150,01/04/2016,Snowy Mountains,New South Wales,Visiting,9.3442791
19151,01/07/2016,Snowy Mountains,New South Wales,Visiting,45.0546712
19152,01/10/2016,Snowy Mountains,New South Wales,Visiting,31.834265
19153,01/01/1998,South Coast,New South Wales,Business,57.200892
19154,01/04/1998,South Coast,New South Wales,Business,82.6031826
19155,01/07/1998,South Coast,New South Wales,Business,79.5779075
19156,01/10/1998,South Coast,New South Wales,Business,54.7875135
19157,01/01/1999,South Coast,New South Wales,Business,79.371907
19158,01/04/1999,South Coast,New South Wales,Business,74.8362578
19159,01/07/1999,South Coast,New South Wales,Business,97.5784563
19160,01/10/1999,South Coast,New South Wales,Business,65.6183359
19161,01/01/2000,South Coast,New South Wales,Business,44.3285782
19162,01/04/2000,South Coast,New South Wales,Business,43.4638048
19163,01/07/2000,South Coast,New South Wales,Business,43.2112993
19164,01/10/2000,South Coast,New South Wales,Business,82.8027084
19165,01/01/2001,South Coast,New South Wales,Business,118.3671258
19166,01/04/2001,South Coast,New South Wales,Business,83.9252449
19167,01/07/2001,South Coast,New South Wales,Business,64.32051
19168,01/10/2001,South Coast,New South Wales,Business,85.2024605
19169,01/01/2002,South Coast,New South Wales,Business,21.3119699
19170,01/04/2002,South Coast,New South Wales,Business,72.8296695
19171,01/07/2002,South Coast,New South Wales,Business,103.760576
19172,01/10/2002,South Coast,New South Wales,Business,40.9790182
19173,01/01/2003,South Coast,New South Wales,Business,95.1463588
19174,01/04/2003,South Coast,New South Wales,Business,71.3078967
19175,01/07/2003,South Coast,New South Wales,Business,84.5706317
19176,01/10/2003,South Coast,New South Wales,Business,82.5419968
19177,01/01/2004,South Coast,New South Wales,Business,31.9563955
19178,01/04/2004,South Coast,New South Wales,Business,37.6815349
19179,01/07/2004,South Coast,New South Wales,Business,47.6460982
19180,01/10/2004,South Coast,New South Wales,Business,71.8432013
19181,01/01/2005,South Coast,New South Wales,Business,56.7157746
19182,01/04/2005,South Coast,New South Wales,Business,45.020855
19183,01/07/2005,South Coast,New South Wales,Business,46.4609668
19184,01/10/2005,South Coast,New South Wales,Business,61.5079036
19185,01/01/2006,South Coast,New South Wales,Business,38.334028
19186,01/04/2006,South Coast,New South Wales,Business,81.560148
19187,01/07/2006,South Coast,New South Wales,Business,69.672906
19188,01/10/2006,South Coast,New South Wales,Business,38.482171
19189,01/01/2007,South Coast,New South Wales,Business,31.2483514
19190,01/04/2007,South Coast,New South Wales,Business,62.7606881
19191,01/07/2007,South Coast,New South Wales,Business,68.133008
19192,01/10/2007,South Coast,New South Wales,Business,72.1478939
19193,01/01/2008,South Coast,New South Wales,Business,23.468382
19194,01/04/2008,South Coast,New South Wales,Business,78.8505494
19195,01/07/2008,South Coast,New South Wales,Business,55.7690176
19196,01/10/2008,South Coast,New South Wales,Business,77.0526738
19197,01/01/2009,South Coast,New South Wales,Business,37.9238642
19198,01/04/2009,South Coast,New South Wales,Business,30.9501075
19199,01/07/2009,South Coast,New South Wales,Business,37.9904272
19200,01/10/2009,South Coast,New South Wales,Business,48.9849815
19201,01/01/2010,South Coast,New South Wales,Business,30.7300036
19202,01/04/2010,South Coast,New South Wales,Business,62.1567896
19203,01/07/2010,South Coast,New South Wales,Business,52.0094471
19204,01/10/2010,South Coast,New South Wales,Business,108.1598182
19205,01/01/2011,South Coast,New South Wales,Business,48.0132375
19206,01/04/2011,South Coast,New South Wales,Business,62.1968629
19207,01/07/2011,South Coast,New South Wales,Business,107.513281
19208,01/10/2011,South Coast,New South Wales,Business,34.8348977
19209,01/01/2012,South Coast,New South Wales,Business,50.8253145
19210,01/04/2012,South Coast,New South Wales,Business,103.602452
19211,01/07/2012,South Coast,New South Wales,Business,30.3729901
19212,01/10/2012,South Coast,New South Wales,Business,42.3863043
19213,01/01/2013,South Coast,New South Wales,Business,33.8918667
19214,01/04/2013,South Coast,New South Wales,Business,38.8854015
19215,01/07/2013,South Coast,New South Wales,Business,83.6593932
19216,01/10/2013,South Coast,New South Wales,Business,44.258492
19217,01/01/2014,South Coast,New South Wales,Business,72.9712704
19218,01/04/2014,South Coast,New South Wales,Business,86.3721685
19219,01/07/2014,South Coast,New South Wales,Business,54.4842963
19220,01/10/2014,South Coast,New South Wales,Business,78.2369255
19221,01/01/2015,South Coast,New South Wales,Business,61.1280198
19222,01/04/2015,South Coast,New South Wales,Business,48.9943914
19223,01/07/2015,South Coast,New South Wales,Business,82.6151001
19224,01/10/2015,South Coast,New South Wales,Business,51.0465036
19225,01/01/2016,South Coast,New South Wales,Business,23.3221859
19226,01/04/2016,South Coast,New South Wales,Business,43.1812036
19227,01/07/2016,South Coast,New South Wales,Business,72.6576306
19228,01/10/2016,South Coast,New South Wales,Business,45.4726946
19229,01/01/1998,South Coast,New South Wales,Holiday,914.7728321
19230,01/04/1998,South Coast,New South Wales,Holiday,480.0650318
19231,01/07/1998,South Coast,New South Wales,Holiday,343.689583
19232,01/10/1998,South Coast,New South Wales,Holiday,532.7664927
19233,01/01/1999,South Coast,New South Wales,Holiday,748.6357467
